name,source,externalid,url,definition,reaction,control,cids,protacxns,geneids,taxid,taxname,ecs,pmids,cidsreactant,cidsproduct
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,D-xylulose-5-phosphate ⟶ D-ribulose-5-phosphate,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/439190'>D-xylulose-5-phosphate</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439184'>D-ribulose-5-phosphate</a>,activated by CHLRE_12g511900v5,439184|439190,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,439190,439184
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,glyceraldehyde 3-phosphate + sedoheptulose 7-phosphate ⟶ D-ribose-5-phosphate + D-xylulose-5-phosphate,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/165007'>sedoheptulose 7-phosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/729'>glyceraldehyde 3-phosphate</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439190'>D-xylulose-5-phosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/77982'>D-ribose-5-phosphate</a>,activated by CHLRE_02g080200v5,165007|439190|729|77982,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,165007|729,439190|77982
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ISCIT + NAD ⟶ 2OG + H+ + NADH + carbon dioxide,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5318532'>ISCIT</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5893'>NAD</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1038'>H+</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439153'>NADH</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/51'>2OG</a>,activated by IDH (NAD) complex,1038|280|439153|51|5318532|5893,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5318532|5893,1038|280|439153|51
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,D-ribose-5-phosphate ⟶ D-ribulose-5-phosphate,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/77982'>D-ribose-5-phosphate</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439184'>D-ribulose-5-phosphate</a>,activated by Ribose-5-phosphate isomerase,439184|77982,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,77982,439184
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"ATP + D-ribulose-5-phosphate ⟶ ADP + D-ribose 1,5-bisphosphate","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/439184'>D-ribulose-5-phosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/3036640'>D-ribose 1,5-bisphosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6022'>ADP</a>",activated by CHLRE_12g554800v5,3036640|439184|5957|6022,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,439184|5957,3036640|6022
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"D-ribose 1,5-bisphosphate + H2O + carbon dioxide ⟶ 3PG + H+","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/3036640'>D-ribose 1,5-bisphosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1038'>H+</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439183'>3PG</a>",activated by Homologues of ribulose bisphosphate carboxylase small chain (LOC_OS12G17600.1),1038|280|3036640|439183|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,280|3036640|962,1038|439183
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"3PG + ATP ⟶ 1,3-Bisphospho-D-glycerate + ADP","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/439183'>3PG</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439191'>1,3-Bisphospho-D-glycerate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6022'>ADP</a>",activated by CHLRE_11g467770v5,439183|439191|5957|6022,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,439183|5957,439191|6022
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"1,3-Bisphospho-D-glycerate + NAD(P)H ⟶ NAD(P)+ + Pi + glyceraldehyde 3-phosphate","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/439191'>1,3-Bisphospho-D-glycerate</a> + NAD(P)H ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1061'>Pi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/729'>glyceraldehyde 3-phosphate</a> + NAD(P)+",activated by CHLRE_01g010900v5,1061|439191|729,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,439191,1061|729
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,glyceraldehyde 3-phosphate ⟶ DHAP,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/729'>glyceraldehyde 3-phosphate</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/668'>DHAP</a>,activated by CHLRE_01g029300v5,668|729,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,729,668
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"DHAP + glyceraldehyde 3-phosphate ⟶ D-Fructose 1,6-bisphosphate","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/668'>DHAP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/729'>glyceraldehyde 3-phosphate</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/84951'>D-Fructose 1,6-bisphosphate</a>",NULL,668|729|84951,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,668|729,84951
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"D-Fructose 1,6-bisphosphate + H2O ⟶ Fru(6)P + Pi","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/84951'>D-Fructose 1,6-bisphosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1061'>Pi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/69507'>Fru(6)P</a>",activated by CHLRE_12g510650v5,1061|69507|84951|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,84951|962,1061|69507
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,Fru(6)P + glyceraldehyde 3-phosphate ⟶ D-erythrose-4-phosphate + D-xylulose-5-phosphate,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/69507'>Fru(6)P</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/729'>glyceraldehyde 3-phosphate</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/122357'>D-erythrose-4-phosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439190'>D-xylulose-5-phosphate</a>,activated by CHLRE_02g080200v5,122357|439190|69507|729,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,69507|729,122357|439190
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"D-sedoheptulose-1,7-bisphosphate + H2O ⟶ Pi + sedoheptulose 7-phosphate","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/46878435'>D-sedoheptulose-1,7-bisphosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1061'>Pi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/165007'>sedoheptulose 7-phosphate</a>",activated by CHLRE_03g185550v5,1061|165007|46878435|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,46878435|962,1061|165007
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,2OG + CoA + NAD ⟶ H+ + NADH + SUCC-CoA + carbon dioxide,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/51'>2OG</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5893'>NAD</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/87642'>CoA</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1038'>H+</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439153'>NADH</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/92133'>SUCC-CoA</a>,activated by OGDH complex,1038|280|439153|51|5893|87642|92133,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,51|5893|87642,1038|280|439153|92133
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,UDP-GlcNAc + dolichyl-phosphate ⟶ N-acetylglucosaminyl-diphosphodolichol + UMP,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/24892715'>dolichyl-phosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/445675'>UDP-GlcNAc</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6030'>UMP</a> + N-acetylglucosaminyl-diphosphodolichol,activated by CHLRE_16g663100v5,24892715|445675|6030,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,24892715|445675,6030
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,GDP-Man + mannosyl-(N-acetylglucosaminyl)2-diphosphodolichol ⟶ (mannosyl)2-(N-acetylglucosaminyl)2-diphosphodolichol + GDP,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398627'>GDP-Man</a> + mannosyl-(N-acetylglucosaminyl)2-diphosphodolichol ⟶ (mannosyl)2-(N-acetylglucosaminyl)2-diphosphodolichol + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398619'>GDP</a>,activated by CHLRE_14g616200v5,135398619|135398627,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,135398627,135398619
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,(mannosyl)2-(N-acetylglucosaminyl)2-diphosphodolichol + GDP-Man ⟶ (mannosyl)3-(N-acetylglucosaminyl)2-diphosphodolichol + GDP,(mannosyl)2-(N-acetylglucosaminyl)2-diphosphodolichol + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398627'>GDP-Man</a> ⟶ (mannosyl)3-(N-acetylglucosaminyl)2-diphosphodolichol + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398619'>GDP</a>,activated by CHLRE_14g616200v5,135398619|135398627,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,135398627,135398619
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,(mannosyl)6-(N-acetylglucosaminyl)2-diphosphodolichol + dolichyl beta-D-mannosyl phosphate ⟶ (mannosyl)7-(N-acetylglucosaminyl)2-diphosphodolichol + dolichyl-phosphate,(mannosyl)6-(N-acetylglucosaminyl)2-diphosphodolichol + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/24892739'>dolichyl beta-D-mannosyl phosphate</a> ⟶ (mannosyl)7-(N-acetylglucosaminyl)2-diphosphodolichol + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/24892715'>dolichyl-phosphate</a>,activated by CHLRE_14g616200v5,24892715|24892739,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,24892739,24892715
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,(mannosyl)8-(N-acetylglucosaminyl)2-diphosphodolichol + dolichyl beta-D-mannosyl phosphate ⟶ (mannosyl)9-(N-acetylglucosaminyl)2-diphosphodolichol + dolichyl-phosphate,(mannosyl)8-(N-acetylglucosaminyl)2-diphosphodolichol + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/24892739'>dolichyl beta-D-mannosyl phosphate</a> ⟶ (mannosyl)9-(N-acetylglucosaminyl)2-diphosphodolichol + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/24892715'>dolichyl-phosphate</a>,activated by CHLRE_14g616200v5,24892715|24892739,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,24892739,24892715
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,G1P + UTP ⟶ PPi + UDP-Glc,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/439165'>G1P</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6133'>UTP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439156'>UDP-Glc</a>,activated by CHLRE_04g229700v5,1023|439156|439165|6133,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,439165|6133,1023|439156
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,GDP-Man ⟶ GDP-4-dehydro-6-deoxy-D-mannose + H2O,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398627'>GDP-Man</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398621'>GDP-4-dehydro-6-deoxy-D-mannose</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a>,"activated by GDP-mannose 4,6-dehydratase",135398621|135398627|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,135398627,135398621|962
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,Fru(6)P ⟶ Man6P,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/69507'>Fru(6)P</a> ⟶ Man6P,activated by CHLRE_02g147650v5,69507,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,69507,NULL
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,Man6P ⟶ alpha-D-mannose 1-phosphate,Man6P ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439279'>alpha-D-mannose 1-phosphate</a>,activated by phosphomannomutase,439279,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,NULL,439279
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,PEP + UDP-GlcNAc ⟶ Pi + UDP-GlcNAc-enolpyruvate,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/445675'>UDP-GlcNAc</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/638308'>PEP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1061'>Pi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/11953841'>UDP-GlcNAc-enolpyruvate</a>,activated by CHLRE_13g585850v5,1061|11953841|445675|638308,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,445675|638308,1061|11953841
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ADP + Pi + SUCC-CoA ⟶ ATP + CoA + SUCCA,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1061'>Pi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6022'>ADP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/92133'>SUCC-CoA</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1110'>SUCCA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/87642'>CoA</a>,activated by SCS dimer,1061|1110|5957|6022|87642|92133,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1061|6022|92133,1110|5957|87642
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ATP + D-Ala ⟶ ADP + D-alanyl-D-alanine + Pi,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/71080'>D-Ala</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1061'>Pi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5460362'>D-alanyl-D-alanine</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6022'>ADP</a>,activated by CHLRE_12g503300v5,1061|5460362|5957|6022|71080,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5957|71080,1061|5460362|6022
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ATP + GlcA ⟶ ADP + D-glucuronate 1-phosphate,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> + GlcA ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/16126791'>D-glucuronate 1-phosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6022'>ADP</a>,activated by CHLRE_02g107600v5,16126791|5957|6022,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5957,16126791|6022
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,D-glucuronate 1-phosphate + UTP ⟶ PPi + UDP-GlcA,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/16126791'>D-glucuronate 1-phosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6133'>UTP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/17473'>UDP-GlcA</a>,activated by CHLRE_14g621751v5,1023|16126791|17473|6133,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,16126791|6133,1023|17473
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,H2O + NAD + UDP-Glc ⟶ NADH + UDP-GlcA,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/439156'>UDP-Glc</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5893'>NAD</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/17473'>UDP-GlcA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439153'>NADH</a>,activated by Homologues of UDP-glucose 6-dehydrogenase (LOC_OS12G25690.1),17473|439153|439156|5893|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,439156|5893|962,17473|439153
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,UDP-Xyl ⟶ UDP-L-arabinose,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/19235'>UDP-Xyl</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/9988606'>UDP-L-arabinose</a>,activated by CHLRE_09g401022v5,19235|9988606,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,19235,9988606
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ATP + Gal ⟶ ADP + Gal1P,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/3037556'>Gal</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/123912'>Gal1P</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6022'>ADP</a>,activated by CHLRE_17g732300v5,123912|3037556|5957|6022,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,3037556|5957,123912|6022
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,PPi + UDP-Glc ⟶ G1P + UTP,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439156'>UDP-Glc</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439165'>G1P</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6133'>UTP</a>,activated by CHLRE_04g229700v5,1023|439156|439165|6133,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1023|439156,439165|6133
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,ATP + Glycerol ⟶ ADP + G3P,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5957'>ATP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/753'>Glycerol</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439162'>G3P</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6022'>ADP</a>,activated by CHLRE_04g224150v5,439162|5957|6022|753,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5957|753,439162|6022
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,Man6P ⟶ Fru(6)P,Man6P ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/69507'>Fru(6)P</a>,activated by CHLRE_02g147650v5,69507,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,NULL,69507
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"G6P + UDP-Glc ⟶ H+ + UDP + alpha,alpha-trehalose 6-phosphate","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/439156'>UDP-Glc</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439284'>G6P</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1038'>H+</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/122336'>alpha,alpha-trehalose 6-phosphate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6031'>UDP</a>",activated by CHLRE_06g278221v5,1038|122336|439156|439284|6031,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,439156|439284,1038|122336|6031
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,CoQ + SUCCA ⟶ FUMA + ubiquinol,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/1110'>SUCCA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5281915'>CoQ</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/444972'>FUMA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/447920'>ubiquinol</a>,activated by SDH complex,1110|444972|447920|5281915,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,1110|5281915,444972|447920
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,"H2O + alpha,alpha-trehalose ⟶ beta-D-glucose","<a href='https://pubchem.ncbi.nlm.nih.gov/compound/7427'>alpha,alpha-trehalose</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/962'>H2O</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5793'>beta-D-glucose</a>",activated by CHLRE_03g195600v5,5793|7427|962,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,7427|962,5793
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,L-Thr + NAD ⟶ 2-amino-3-oxobutanoate + H+ + NADH,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/5893'>NAD</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/6971019'>L-Thr</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1038'>H+</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439153'>NADH</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/5460100'>2-amino-3-oxobutanoate</a>,activated by L-threonine 3-dehydrogenase,1038|439153|5460100|5893|6971019,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,5893|6971019,1038|439153|5460100
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,beta-D-glucose-6-phosphate ⟶ Fru(6)P,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/439427'>beta-D-glucose-6-phosphate</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/69507'>Fru(6)P</a>,activated by glucose 6-phosphate isomerases,439427|69507,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,439427,69507
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,GTP + alpha-D-mannose 1-phosphate ⟶ GDP-Man + PPi,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398633'>GTP</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/439279'>alpha-D-mannose 1-phosphate</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/1023'>PPi</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/135398627'>GDP-Man</a>,activated by CHLRE_16g672800v5,1023|135398627|135398633|439279,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,135398633|439279,1023|135398627
Metabolism and regulation,Plant Reactome,R-CRE-2744345,http://plantreactome.gramene.org/content/detail/R-CRE-2744345,L-Ala + pimeloyl-CoA ⟶ 7-keto-8-aminopelargonate + CoA-SH + carbon dioxide,<a href='https://pubchem.ncbi.nlm.nih.gov/compound/3082140'>pimeloyl-CoA</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/7311724'>L-Ala</a> ⟶ <a href='https://pubchem.ncbi.nlm.nih.gov/compound/173'>7-keto-8-aminopelargonate</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/280'>carbon dioxide</a> + <a href='https://pubchem.ncbi.nlm.nih.gov/compound/87642'>CoA-SH</a>,activated by 8-amino-7-oxononanoate synthase,173|280|3082140|7311724|87642,NULL,NULL,3055,Chlamydomonas reinhardtii,NULL,NULL,3082140|7311724,173|280|87642
